Expression,Gene/protein,Expression analysis,Expression value,adj P-value,P-value,Virus,Host,Sample,Condition,Methodology,Approach,Reference
Upregulated,FERMT3,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,FLNC,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,GIGYF2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,HDGF,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,HELZ,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,HNRNPM,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,HOXD4,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,IGKV3-20,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,IRF2BP2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,KIF3C,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,LARP4,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,LUC7L2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,MAP2K7,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,MAP3K7,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,MPP1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,MYBBP1A,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,NUFIP2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,NUP160,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,PBX2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,PHLDB1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,PNPLA2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,PPM1J,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,PPP1R35,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,PRKAA1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,PRKAR1A,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,PRKRA,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,PURA,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,R3HDM2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,RAD50,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,RBM25,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,RBMXL1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,RCOR1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,RERE,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,RPS3,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,RRAGC,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,RRM2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,SARNP,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,SCAF4,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,SEC22B,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,SLTM,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,SMAP,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,SMN1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,SRSF1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,SRSF2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,STIM1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,TAF12,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,TFPT,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,TRIP12,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,TTF1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,UBE2J1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,UFD1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,UGGT2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,USP16,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,WDR44,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,YBX3,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,YWHAG,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,ZRANB2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,ALDOA,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,CDCA8,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,CRABP1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,LSR,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,PBRM1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,PPP1R18,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,PRKDC,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,RAD23A,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,RBM17,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,RPS13,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,SDE2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,UGGT1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,HIC2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,KDM2A,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,MIEF1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,POLE,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,POLR2A,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,TERF2IP,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,ZFR,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,ZNF326,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,ZNF330,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Downregulated,ANAPC1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Phosphoprotein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
